risk_score,confidence,station_name,station_address,borough,yearbuilt,numfloors,total_ev_ports,charger_open_date,sprinkler_permits_count,sprinkler_last_date,fire_violations_count,facility_type,confidence_reason,bldgclass,bldgarea_sqft,lat,lon,reasons
45,medium,ABM Parking 13 East 54th Street LLC - Tesla Destination,13-17 E 54th St,MN,1904,20.0,2,2017-02-10,17,2023-12-13,0,PAY_GARAGE,name mentions garage/parking,RC,323504.0,40.760648,-73.974193,"built 1904, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 20 floors, multi-story (+10)"
45,high,GGMC Parking Connaught - Tesla Destination,300 E 54th St,MN,1977,34.0,3,2016-12-28,2,2007-06-01,0,PAY_GARAGE,named garage operator + garage-classified building,D4,300080.0,40.757146,-73.966135,"built 1977, pre-IBC 2003 (+15); 3 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 34 floors, multi-story (+10)"
45,high,Standard Parking 58 W 58th Street - Tesla Destination,58 W 58th St,MN,1948,11.0,3,2017-03-10,5,2020-10-16,0,PAY_GARAGE,named garage operator,D6,269346.0,40.76476,-73.976153,"built 1948, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 11 floors, multi-story (+10)"
45,high,Champion Parking W 57th Street - Tesla Destination,320 W 57th St,MN,1928,42.0,3,2015-05-15,69,2025-11-19,0,PAY_GARAGE,named garage operator,RB,703796.0,40.76696,-73.983569,"built 1928, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 42 floors, multi-story (+10)"
45,high,Icon Parking 330 W 58th Street - Tesla Destination,330 W 58th St,MN,1940,7.0,3,2016-01-21,1,2017-09-21,0,PAY_GARAGE,named garage operator,RM,180441.0,40.767879,-73.983656,"built 1940, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 7 floors, multi-story (+10)"
45,low,Quikpark 43-08 Crescent Street - Tesla Destination,43-08 Crescent St,QN,2006,15.0,3,2017-06-13,0,none,0,PAY_GARAGE,no strong evidence charger is inside a structure,RB,441484.0,40.748757,-73.943417,"built 2006, modern code (+5); 3 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 15 floors, multi-story (+10)"
45,high,iPark 112 E 65th Street - Tesla Destination,112 E 65th St,MN,1925,15.0,3,2018-02-26,2,2018-08-28,0,PAY_GARAGE,named garage operator,RM,173037.0,40.766495,-73.9667,"built 1925, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 15 floors, multi-story (+10)"
45,medium,Enterprise Parking 200 E 69th St - Tesla Destination,200 E 69th St,MN,1950,57.0,2,2016-10-20,5,2024-08-01,0,PAY_GARAGE,building has garage area + multiple floors,RM,366603.0,40.767615,-73.961509,"built 1950, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 57 floors, multi-story (+10)"
45,high,iPark 200 E 70th Street - Tesla Destination,200 E 70th St,MN,1900,4.5,3,2016-12-09,2,2020-06-15,0,PAY_GARAGE,named garage operator,RM,10004.0,40.768283,-73.961149,"built 1900, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 4 floors, multi-story (+10)"
45,medium,GMC Copley Parking - Tesla Destination,2000 Broadway,MN,1987,28.0,3,2017-06-22,2,2015-04-22,0,PAY_GARAGE,building has garage area + multiple floors,RM,211186.0,40.775283,-73.981627,"built 1987, pre-IBC 2003 (+15); 3 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 28 floors, multi-story (+10)"
45,high,Icon Parking OMNI - Tesla Destination,143-159 W 68th St,MN,1965,34.0,3,2018-10-17,1,2023-08-09,0,PAY_GARAGE,named garage operator + garage-classified building,RM,617104.0,40.77592,-73.98313,"built 1965, pre-1968 code (+30); 3 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 34 floors, multi-story (+10)"
45,high,Quik Park Hudson 180 LLC - Tesla Destination,180 Riverside Blvd,MN,1997,46.0,3,2015-11-20,2,2014-02-11,0,PAY_GARAGE,named garage operator + garage-classified building,RM,544338.0,40.778412,-73.988294,"built 1997, pre-IBC 2003 (+15); 3 L2 + 0 DC fast ports (+5); no sprinkler upgrade since charger install (+15); 46 floors, multi-story (+10)"
45,low,NYC FLEET / DEP_GRN_INFRA_1,305 Seigel St,BK,1931,4.0,2,,2,2015-01-30,0,FLEET_STATION,fleet station — may be outdoor/surface lot,H4,26400.0,40.705517,-73.934242,"built 1931, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 4 floors, multi-story (+10)"
45,low,NYC FLEET / DEP_PRDGT_1_L3,1875 Ralph Ave,BK,1975,1.0,1,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,K5,7275.0,40.631422,-73.91852,"built 1975, pre-IBC 2003 (+15); 1 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
45,low,NYC FLEET / DEP_SMAINT_1_L3,350 Flushing Ave,BK,2004,6.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,R4,33749.0,40.69834,-73.960921,"built 2004, modern code (+5); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25); 6 floors, multi-story (+10)"
45,low,NYC FLEET / DEP_WT_PAEDERGA,1887 Ralph Ave,BK,1975,1.0,2,,0,none,0,FLEET_STATION,fleet station — may be outdoor/surface lot,K5,7275.0,40.631239,-73.918502,"built 1975, pre-IBC 2003 (+15); 2 L2 + 0 DC fast ports (+5); no sprinkler permits on record (+25)"
45,low,NYC FLEET / DOC_CHAPEL-S1,15-0 Hazen St,BX,1933,6.0,1,,55,2022-10-27,0,FLEET_STATION,fleet station — may be outdoor/surface lot,Y3,5519372.0,40.790985,-73.884396,"built 1933, pre-1968 code (+30); 1 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 6 floors, multi-story (+10)"
45,low,NYC FLEET / DOC_DCJC,Rikers Island,BX,1933,6.0,2,,55,2022-10-27,0,FLEET_STATION,fleet station — may be outdoor/surface lot,Y3,5519372.0,40.790576,-73.881894,"built 1933, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 6 floors, multi-story (+10)"
45,low,NYC FLEET / DOC_GMDCREAR#1,15-15 Hazen Street,BX,1933,6.0,2,,55,2022-10-27,0,FLEET_STATION,fleet station — may be outdoor/surface lot,Y3,5519372.0,40.790976,-73.884374,"built 1933, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 6 floors, multi-story (+10)"
45,low,NYC FLEET / DOC_HAZENLOT4,15-15 Hazen St,BX,1933,6.0,1,,55,2022-10-27,0,FLEET_STATION,fleet station — may be outdoor/surface lot,Y3,5519372.0,40.790976,-73.884374,"built 1933, pre-1968 code (+30); 1 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 6 floors, multi-story (+10)"
45,low,NYC FLEET / DOC_NIC-1,15-00 Hazen St,BX,1933,6.0,2,,55,2022-10-27,0,FLEET_STATION,fleet station — may be outdoor/surface lot,Y3,5519372.0,40.790985,-73.884396,"built 1933, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 6 floors, multi-story (+10)"
45,low,NYC FLEET / DOE_FLATLANDS-1,6565 Flatlands Ave,BK,1964,4.0,2,,5,2019-01-29,0,FLEET_STATION,fleet station — may be outdoor/surface lot,W1,387706.0,40.633285,-73.916735,"built 1964, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 4 floors, multi-story (+10)"
45,low,NYC FLEET / DOE_FLATLANDS-2,6565 Flatlands Avenue,BK,1964,4.0,2,,5,2019-01-29,0,FLEET_STATION,fleet station — may be outdoor/surface lot,W1,387706.0,40.633285,-73.916735,"built 1964, pre-1968 code (+30); 2 L2 + 0 DC fast ports (+5); sprinkler work after charger install (+0); 4 floors, multi-story (+10)"
